,country,year,fertility_rate,population_rate,life_expentancy_rate,continent
25,Afghanistan,1960,7.67,8994793.0,31.94,Asia
26,Afghanistan,1961,7.67,9164945.0,32.47,Asia
27,Afghanistan,1962,7.67,9343772.0,33.01,Asia
28,Afghanistan,1963,7.67,9531555.0,33.53,Asia
29,Afghanistan,1964,7.67,9728645.0,34.07,Asia
30,Afghanistan,1965,7.67,9935358.0,34.6,Asia
31,Afghanistan,1966,7.67,10148841.0,35.13,Asia
32,Afghanistan,1967,7.67,10368600.0,35.66,Asia
33,Afghanistan,1968,7.67,10599790.0,36.17,Asia
34,Afghanistan,1969,7.67,10849510.0,36.69,Asia
35,Afghanistan,1970,7.67,11121097.0,37.2,Asia
36,Afghanistan,1971,7.67,11412821.0,37.7,Asia
37,Afghanistan,1972,7.67,11716896.0,38.19,Asia
38,Afghanistan,1973,7.67,12022514.0,38.67,Asia
39,Afghanistan,1974,7.67,12315553.0,39.14,Asia
40,Afghanistan,1975,7.67,12582954.0,39.61,Asia
41,Afghanistan,1976,7.67,12831361.0,40.07,Asia
42,Afghanistan,1977,7.67,13056499.0,40.53,Asia
43,Afghanistan,1978,7.67,13222547.0,40.98,Asia
44,Afghanistan,1979,7.67,13283279.0,41.46,Asia
45,Afghanistan,1980,7.67,13211412.0,41.96,Asia
46,Afghanistan,1981,7.67,12996923.0,42.51,Asia
47,Afghanistan,1982,7.67,12667001.0,43.11,Asia
48,Afghanistan,1983,7.67,12279095.0,43.75,Asia
49,Afghanistan,1984,7.68,11912510.0,44.45,Asia
50,Afghanistan,1985,7.68,11630498.0,45.21,Asia
51,Afghanistan,1986,7.68,11438949.0,46.02,Asia
52,Afghanistan,1987,7.68,11337932.0,46.87,Asia
53,Afghanistan,1988,7.68,11375768.0,47.74,Asia
54,Afghanistan,1989,7.68,11608351.0,48.62,Asia
55,Afghanistan,1990,7.69,12067570.0,49.5,Asia
56,Afghanistan,1991,7.7,12789374.0,49.3,Asia
57,Afghanistan,1992,7.73,13745630.0,49.4,Asia
58,Afghanistan,1993,7.76,14824371.0,49.5,Asia
59,Afghanistan,1994,7.8,15869967.0,48.9,Asia
60,Afghanistan,1995,7.83,16772522.0,49.4,Asia
61,Afghanistan,1996,7.86,17481800.0,49.7,Asia
62,Afghanistan,1997,7.87,18034130.0,49.5,Asia
63,Afghanistan,1998,7.85,18511480.0,48.6,Asia
64,Afghanistan,1999,7.81,19038420.0,50.0,Asia
65,Afghanistan,2000,7.73,19701940.0,50.1,Asia
66,Afghanistan,2001,7.62,20531160.0,50.4,Asia
67,Afghanistan,2002,7.48,21487079.0,51.0,Asia
68,Afghanistan,2003,7.32,22507368.0,51.4,Asia
69,Afghanistan,2004,7.14,23499850.0,51.8,Asia
70,Afghanistan,2005,6.93,24399948.0,52.0,Asia
71,Afghanistan,2006,6.7,25183615.0,52.1,Asia
72,Afghanistan,2007,6.46,25877544.0,52.4,Asia
73,Afghanistan,2008,6.2,26528741.0,52.8,Asia
74,Afghanistan,2009,5.93,27207291.0,53.3,Asia
75,Afghanistan,2010,5.66,27962207.0,53.6,Asia
76,Afghanistan,2011,5.4,28809167.0,54.0,Asia
77,Afghanistan,2012,5.14,29726803.0,54.4,Asia
78,Afghanistan,2013,4.9,30682500.0,54.8,Asia
79,Afghanistan,2014,4.68,31627506.0,54.9,Asia
80,Afghanistan,2015,4.47,32526562.0,53.8,Asia
106,Albania,1960,6.19,1636054.0,62.87,Europe
107,Albania,1961,6.08,1685901.0,63.92,Europe
108,Albania,1962,5.96,1737645.0,64.84,Europe
109,Albania,1963,5.83,1790533.0,65.6,Europe
110,Albania,1964,5.71,1843596.0,66.18,Europe
111,Albania,1965,5.59,1896125.0,66.59,Europe
112,Albania,1966,5.48,1947786.0,66.88,Europe
113,Albania,1967,5.38,1998695.0,67.11,Europe
114,Albania,1968,5.27,2049147.0,67.32,Europe
115,Albania,1969,5.16,2099657.0,67.55,Europe
116,Albania,1970,5.05,2150602.0,67.83,Europe
117,Albania,1971,4.93,2202040.0,68.16,Europe
118,Albania,1972,4.81,2253842.0,68.53,Europe
119,Albania,1973,4.68,2305999.0,68.93,Europe
120,Albania,1974,4.54,2358467.0,69.35,Europe
121,Albania,1975,4.39,2411229.0,69.77,Europe
122,Albania,1976,4.24,2464338.0,70.17,Europe
123,Albania,1977,4.09,2517869.0,70.54,Europe
124,Albania,1978,3.95,2571845.0,70.86,Europe
125,Albania,1979,3.81,2626290.0,71.14,Europe
126,Albania,1980,3.68,2681245.0,71.39,Europe
127,Albania,1981,3.56,2735329.0,71.63,Europe
128,Albania,1982,3.46,2788315.0,71.88,Europe
129,Albania,1983,3.37,2842620.0,72.15,Europe
130,Albania,1984,3.3,2901590.0,72.42,Europe
131,Albania,1985,3.23,2966799.0,72.71,Europe
132,Albania,1986,3.18,3041003.0,72.96,Europe
133,Albania,1987,3.13,3121336.0,73.14,Europe
134,Albania,1988,3.08,3197064.0,73.25,Europe
135,Albania,1989,3.02,3253659.0,73.3,Europe
136,Albania,1990,2.97,3281453.0,73.3,Europe
137,Albania,1991,2.92,3275438.0,73.4,Europe
138,Albania,1992,2.87,3240613.0,73.6,Europe
139,Albania,1993,2.82,3189623.0,73.6,Europe
140,Albania,1994,2.77,3140634.0,73.6,Europe
141,Albania,1995,2.72,3106727.0,73.7,Europe
142,Albania,1996,2.67,3092034.0,73.8,Europe
143,Albania,1997,2.61,3092471.0,74.1,Europe
144,Albania,1998,2.54,3102898.0,74.2,Europe
145,Albania,1999,2.47,3114851.0,74.2,Europe
146,Albania,2000,2.38,3121965.0,74.7,Europe
147,Albania,2001,2.29,3124093.0,75.1,Europe
148,Albania,2002,2.2,3123112.0,75.5,Europe
149,Albania,2003,2.1,3117045.0,75.7,Europe
150,Albania,2004,2.0,3103758.0,75.9,Europe
151,Albania,2005,1.92,3082172.0,76.2,Europe
152,Albania,2006,1.85,3050741.0,76.4,Europe
153,Albania,2007,1.8,3010849.0,76.6,Europe
154,Albania,2008,1.76,2968026.0,76.8,Europe
155,Albania,2009,1.74,2929886.0,77.0,Europe
156,Albania,2010,1.74,2901883.0,77.2,Europe
157,Albania,2011,1.75,2886010.0,77.4,Europe
158,Albania,2012,1.76,2880667.0,77.5,Europe
159,Albania,2013,1.77,2883281.0,77.7,Europe
160,Albania,2014,1.78,2889676.0,77.9,Europe
161,Albania,2015,1.78,2896679.0,78.0,Europe
187,Algeria,1960,7.65,11124892.0,47.5,Africa
188,Algeria,1961,7.65,11404859.0,48.02,Africa
189,Algeria,1962,7.65,11690152.0,48.55,Africa
190,Algeria,1963,7.65,11985130.0,49.07,Africa
191,Algeria,1964,7.65,12295973.0,49.58,Africa
192,Algeria,1965,7.66,12626953.0,50.09,Africa
193,Algeria,1966,7.66,12980269.0,50.58,Africa
194,Algeria,1967,7.66,13354197.0,51.05,Africa
195,Algeria,1968,7.66,13744383.0,51.49,Africa
196,Algeria,1969,7.65,14144437.0,51.95,Africa
197,Algeria,1970,7.64,14550033.0,52.41,Africa
198,Algeria,1971,7.62,14960111.0,52.88,Africa
199,Algeria,1972,7.59,15377095.0,53.38,Africa
200,Algeria,1973,7.55,15804428.0,53.91,Africa
201,Algeria,1974,7.49,16247113.0,54.52,Africa
202,Algeria,1975,7.42,16709098.0,55.24,Africa
203,Algeria,1976,7.34,17190236.0,56.11,Africa
204,Algeria,1977,7.24,17690184.0,57.13,Africa
205,Algeria,1978,7.14,18212331.0,58.28,Africa
206,Algeria,1979,7.02,18760761.0,59.56,Africa
207,Algeria,1980,6.89,19337723.0,60.92,Africa
208,Algeria,1981,6.74,19943667.0,62.31,Africa
209,Algeria,1982,6.58,20575701.0,63.69,Africa
210,Algeria,1983,6.39,21228288.0,64.97,Africa
211,Algeria,1984,6.19,21893857.0,66.15,Africa
212,Algeria,1985,5.98,22565908.0,67.18,Africa
213,Algeria,1986,5.75,23241276.0,68.04,Africa
214,Algeria,1987,5.51,23917889.0,68.75,Africa
215,Algeria,1988,5.26,24591493.0,69.33,Africa
216,Algeria,1989,5.01,25257671.0,69.81,Africa
217,Algeria,1990,4.76,25912364.0,70.2,Africa
218,Algeria,1991,4.5,26554277.0,70.5,Africa
219,Algeria,1992,4.24,27180921.0,70.9,Africa
220,Algeria,1993,3.97,27785977.0,71.2,Africa
221,Algeria,1994,3.71,28362015.0,71.4,Africa
222,Algeria,1995,3.45,28904300.0,71.6,Africa
223,Algeria,1996,3.21,29411839.0,72.1,Africa
224,Algeria,1997,2.99,29887717.0,72.4,Africa
225,Algeria,1998,2.79,30336880.0,72.6,Africa
226,Algeria,1999,2.63,30766551.0,73.0,Africa
227,Algeria,2000,2.51,31183658.0,73.3,Africa
228,Algeria,2001,2.44,31590320.0,73.5,Africa
229,Algeria,2002,2.41,31990387.0,73.8,Africa
230,Algeria,2003,2.41,32394886.0,73.9,Africa
231,Algeria,2004,2.45,32817225.0,74.4,Africa
232,Algeria,2005,2.51,33267887.0,74.8,Africa
233,Algeria,2006,2.58,33749328.0,75.0,Africa
234,Algeria,2007,2.66,34261971.0,75.3,Africa
235,Algeria,2008,2.73,34811059.0,75.5,Africa
236,Algeria,2009,2.78,35401790.0,75.7,Africa
237,Algeria,2010,2.82,36036159.0,76.0,Africa
238,Algeria,2011,2.83,36717132.0,76.1,Africa
239,Algeria,2012,2.82,37439427.0,76.2,Africa
240,Algeria,2013,2.8,38186135.0,76.3,Africa
241,Algeria,2014,2.76,38934334.0,76.3,Africa
242,Algeria,2015,2.71,39666519.0,76.4,Africa
349,Angola,1960,7.32,5270844.0,35.98,Africa
350,Angola,1961,7.35,5367287.0,36.53,Africa
351,Angola,1962,7.39,5465905.0,37.08,Africa
352,Angola,1963,7.41,5565808.0,37.63,Africa
353,Angola,1964,7.43,5665701.0,38.18,Africa
354,Angola,1965,7.43,5765025.0,38.74,Africa
355,Angola,1966,7.42,5863568.0,39.28,Africa
356,Angola,1967,7.4,5962831.0,39.84,Africa
357,Angola,1968,7.38,6066094.0,40.39,Africa
358,Angola,1969,7.34,6177703.0,40.95,Africa
359,Angola,1970,7.3,6300969.0,41.5,Africa
360,Angola,1971,7.26,6437645.0,42.06,Africa
361,Angola,1972,7.23,6587647.0,42.62,Africa
362,Angola,1973,7.21,6750215.0,43.17,Africa
363,Angola,1974,7.19,6923749.0,43.71,Africa
364,Angola,1975,7.19,7107334.0,44.22,Africa
365,Angola,1976,7.19,7299508.0,44.68,Africa
366,Angola,1977,7.19,7501320.0,45.12,Africa
367,Angola,1978,7.19,7717139.0,45.5,Africa
368,Angola,1979,7.2,7952882.0,45.84,Africa
369,Angola,1980,7.2,8211950.0,46.14,Africa
370,Angola,1981,7.2,8497950.0,46.42,Africa
371,Angola,1982,7.2,8807511.0,46.69,Africa
372,Angola,1983,7.21,9128655.0,46.96,Africa
373,Angola,1984,7.21,9444918.0,47.23,Africa
374,Angola,1985,7.21,9745209.0,47.5,Africa
375,Angola,1986,7.21,10023700.0,47.75,Africa
376,Angola,1987,7.2,10285712.0,47.99,Africa
377,Angola,1988,7.19,10544904.0,48.2,Africa
378,Angola,1989,7.18,10820992.0,48.4,Africa
379,Angola,1990,7.17,11127870.0,48.6,Africa
380,Angola,1991,7.14,11472173.0,49.3,Africa
381,Angola,1992,7.12,11848971.0,49.6,Africa
382,Angola,1993,7.09,12246786.0,48.4,Africa
383,Angola,1994,7.05,12648483.0,50.0,Africa
384,Angola,1995,7.02,13042666.0,50.9,Africa
385,Angola,1996,6.98,13424813.0,51.3,Africa
386,Angola,1997,6.95,13801868.0,51.7,Africa
387,Angola,1998,6.91,14187710.0,51.8,Africa
388,Angola,1999,6.88,14601983.0,51.8,Africa
389,Angola,2000,6.84,15058638.0,52.3,Africa
390,Angola,2001,6.81,15562791.0,52.5,Africa
391,Angola,2002,6.78,16109696.0,53.3,Africa
392,Angola,2003,6.74,16691395.0,53.9,Africa
393,Angola,2004,6.7,17295500.0,54.5,Africa
394,Angola,2005,6.66,17912942.0,55.2,Africa
395,Angola,2006,6.6,18541467.0,55.7,Africa
396,Angola,2007,6.52,19183907.0,56.2,Africa
397,Angola,2008,6.43,19842251.0,56.7,Africa
398,Angola,2009,6.33,20520103.0,57.1,Africa
399,Angola,2010,6.22,21219954.0,57.6,Africa
400,Angola,2011,6.1,21942296.0,58.1,Africa
401,Angola,2012,5.98,22685632.0,58.5,Africa
402,Angola,2013,5.86,23448202.0,58.8,Africa
403,Angola,2014,5.75,24227524.0,59.2,Africa
404,Angola,2015,5.65,25021974.0,59.6,Africa
430,Antigua and Barbuda,1960,4.43,54681.0,62.97,North America
431,Antigua and Barbuda,1961,4.39,55403.0,63.46,North America
432,Antigua and Barbuda,1962,4.34,56311.0,63.93,North America
433,Antigua and Barbuda,1963,4.3,57368.0,64.38,North America
434,Antigua and Barbuda,1964,4.25,58500.0,64.81,North America
435,Antigua and Barbuda,1965,4.19,59653.0,65.23,North America
436,Antigua and Barbuda,1966,4.13,60818.0,65.63,North America
437,Antigua and Barbuda,1967,4.04,62002.0,66.03,North America
438,Antigua and Barbuda,1968,3.94,63176.0,66.41,North America
439,Antigua and Barbuda,1969,3.82,64307.0,66.81,North America
440,Antigua and Barbuda,1970,3.68,65369.0,67.19,North America
441,Antigua and Barbuda,1971,3.52,66338.0,67.56,North America
442,Antigua and Barbuda,1972,3.33,67205.0,67.94,North America
443,Antigua and Barbuda,1973,3.12,67972.0,68.3,North America
444,Antigua and Barbuda,1974,2.91,68655.0,68.64,North America
445,Antigua and Barbuda,1975,2.7,69253.0,68.99,North America
446,Antigua and Barbuda,1976,2.51,69782.0,69.32,North America
447,Antigua and Barbuda,1977,2.36,70223.0,69.64,North America
448,Antigua and Barbuda,1978,2.24,70508.0,69.96,North America
449,Antigua and Barbuda,1979,2.16,70553.0,70.28,North America
450,Antigua and Barbuda,1980,2.12,70301.0,70.59,North America
451,Antigua and Barbuda,1981,2.1,69750.0,70.9,North America
452,Antigua and Barbuda,1982,2.1,68950.0,71.22,North America
453,Antigua and Barbuda,1983,2.1,67958.0,71.52,North America
454,Antigua and Barbuda,1984,2.1,66863.0,71.82,North America
455,Antigua and Barbuda,1985,2.09,65744.0,72.13,North America
456,Antigua and Barbuda,1986,2.08,64605.0,72.42,North America
457,Antigua and Barbuda,1987,2.07,63484.0,72.7,North America
458,Antigua and Barbuda,1988,2.06,62538.0,72.97,North America
459,Antigua and Barbuda,1989,2.06,61967.0,73.24,North America
460,Antigua and Barbuda,1990,2.06,61906.0,73.5,North America
461,Antigua and Barbuda,1991,2.07,62412.0,73.6,North America
462,Antigua and Barbuda,1992,2.1,63434.0,73.5,North America
463,Antigua and Barbuda,1993,2.13,64868.0,73.4,North America
464,Antigua and Barbuda,1994,2.17,66550.0,73.4,North America
465,Antigua and Barbuda,1995,2.21,68349.0,73.5,North America
466,Antigua and Barbuda,1996,2.25,70245.0,73.5,North America
467,Antigua and Barbuda,1997,2.28,72232.0,73.9,North America
468,Antigua and Barbuda,1998,2.3,74206.0,74.1,North America
469,Antigua and Barbuda,1999,2.32,76041.0,74.0,North America
470,Antigua and Barbuda,2000,2.32,77648.0,73.8,North America
471,Antigua and Barbuda,2001,2.31,78972.0,74.1,North America
472,Antigua and Barbuda,2002,2.29,80030.0,74.3,North America
473,Antigua and Barbuda,2003,2.27,80904.0,74.5,North America
474,Antigua and Barbuda,2004,2.25,81718.0,74.6,North America
475,Antigua and Barbuda,2005,2.22,82565.0,74.9,North America
476,Antigua and Barbuda,2006,2.2,83467.0,74.9,North America
477,Antigua and Barbuda,2007,2.18,84397.0,75.3,North America
478,Antigua and Barbuda,2008,2.16,85350.0,75.5,North America
479,Antigua and Barbuda,2009,2.15,86300.0,75.7,North America
480,Antigua and Barbuda,2010,2.13,87233.0,75.8,North America
481,Antigua and Barbuda,2011,2.12,88152.0,75.9,North America
482,Antigua and Barbuda,2012,2.1,89069.0,76.1,North America
483,Antigua and Barbuda,2013,2.09,89985.0,76.2,North America
484,Antigua and Barbuda,2014,2.08,90900.0,76.3,North America
485,Antigua and Barbuda,2015,2.06,91818.0,76.4,North America
511,Argentina,1960,3.11,20619075.0,65.39,South America
512,Argentina,1961,3.1,20953079.0,65.53,South America
513,Argentina,1962,3.09,21287682.0,65.64,South America
514,Argentina,1963,3.08,21621845.0,65.74,South America
515,Argentina,1964,3.07,21953926.0,65.84,South America
516,Argentina,1965,3.06,22283389.0,65.95,South America
517,Argentina,1966,3.05,22608747.0,66.08,South America
518,Argentina,1967,3.05,22932201.0,66.26,South America
519,Argentina,1968,3.05,23261273.0,66.47,South America
520,Argentina,1969,3.06,23605992.0,66.72,South America
521,Argentina,1970,3.07,23973062.0,67.01,South America
522,Argentina,1971,3.1,24366442.0,67.32,South America
523,Argentina,1972,3.15,24782950.0,67.64,South America
524,Argentina,1973,3.2,25213388.0,67.96,South America
525,Argentina,1974,3.26,25644505.0,68.28,South America
526,Argentina,1975,3.32,26066975.0,68.6,South America
527,Argentina,1976,3.37,26477153.0,68.92,South America
528,Argentina,1977,3.39,26878567.0,69.24,South America
529,Argentina,1978,3.39,27277742.0,69.57,South America
530,Argentina,1979,3.37,27684530.0,69.89,South America
531,Argentina,1980,3.33,28105889.0,70.2,South America
532,Argentina,1981,3.27,28543366.0,70.51,South America
533,Argentina,1982,3.21,28993989.0,70.78,South America
534,Argentina,1983,3.16,29454739.0,71.04,South America
535,Argentina,1984,3.12,29920907.0,71.26,South America
536,Argentina,1985,3.09,30388781.0,71.46,South America
537,Argentina,1986,3.07,30857242.0,71.66,South America
538,Argentina,1987,3.06,31326473.0,71.84,South America
539,Argentina,1988,3.04,31795515.0,72.05,South America
540,Argentina,1989,3.02,32263559.0,72.26,South America
541,Argentina,1990,2.99,32729740.0,72.5,South America
542,Argentina,1991,2.96,33193920.0,72.7,South America
543,Argentina,1992,2.92,33655149.0,72.8,South America
544,Argentina,1993,2.88,34110912.0,73.1,South America
545,Argentina,1994,2.83,34558114.0,73.4,South America
546,Argentina,1995,2.77,34994818.0,73.5,South America
547,Argentina,1996,2.72,35419683.0,73.5,South America
548,Argentina,1997,2.66,35833965.0,73.6,South America
549,Argentina,1998,2.6,36241578.0,73.8,South America
550,Argentina,1999,2.54,36648054.0,73.9,South America
551,Argentina,2000,2.48,37057453.0,74.2,South America
552,Argentina,2001,2.42,37471535.0,74.3,South America
553,Argentina,2002,2.38,37889443.0,74.3,South America
554,Argentina,2003,2.34,38309475.0,74.5,South America
555,Argentina,2004,2.31,38728778.0,75.0,South America
556,Argentina,2005,2.29,39145491.0,75.3,South America
557,Argentina,2006,2.27,39558750.0,75.3,South America
558,Argentina,2007,2.25,39969903.0,75.2,South America
559,Argentina,2008,2.24,40381860.0,75.4,South America
560,Argentina,2009,2.23,40798641.0,75.6,South America
561,Argentina,2010,2.22,41222875.0,75.8,South America
562,Argentina,2011,2.2,41655616.0,76.0,South America
563,Argentina,2012,2.19,42095224.0,76.1,South America
564,Argentina,2013,2.18,42538304.0,76.2,South America
565,Argentina,2014,2.16,42980026.0,76.3,South America
566,Argentina,2015,2.15,43416755.0,76.5,South America
592,Armenia,1960,4.55,1867396.0,66.86,Europe
593,Armenia,1961,4.51,1934239.0,67.33,Europe
594,Armenia,1962,4.44,2002170.0,67.82,Europe
595,Armenia,1963,4.32,2070427.0,68.3,Europe
596,Armenia,1964,4.16,2138133.0,68.78,Europe
597,Armenia,1965,3.98,2204650.0,69.26,Europe
598,Armenia,1966,3.79,2269475.0,69.74,Europe
599,Armenia,1967,3.61,2332624.0,70.22,Europe
600,Armenia,1968,3.45,2394635.0,70.67,Europe
601,Armenia,1969,3.31,2456370.0,71.1,Europe
602,Armenia,1970,3.21,2518408.0,71.47,Europe
603,Armenia,1971,3.12,2580894.0,71.79,Europe
604,Armenia,1972,3.03,2643464.0,72.02,Europe
605,Armenia,1973,2.94,2705584.0,72.19,Europe
606,Armenia,1974,2.85,2766495.0,72.28,Europe
607,Armenia,1975,2.75,2825650.0,72.33,Europe
608,Armenia,1976,2.65,2882831.0,72.38,Europe
609,Armenia,1977,2.56,2938181.0,72.44,Europe
610,Armenia,1978,2.48,2991954.0,72.53,Europe
611,Armenia,1979,2.42,3044564.0,72.63,Europe
612,Armenia,1980,2.39,3096298.0,72.72,Europe
613,Armenia,1981,2.37,3145885.0,72.73,Europe
614,Armenia,1982,2.38,3192877.0,72.64,Europe
615,Armenia,1983,2.41,3239212.0,72.43,Europe
616,Armenia,1984,2.44,3287588.0,72.1,Europe
617,Armenia,1985,2.48,3339147.0,71.7,Europe
618,Armenia,1986,2.52,3396511.0,71.24,Europe
619,Armenia,1987,2.55,3457054.0,70.82,Europe
620,Armenia,1988,2.57,3510439.0,70.46,Europe
621,Armenia,1989,2.57,3542720.0,70.22,Europe
622,Armenia,1990,2.54,3544695.0,70.1,Europe
623,Armenia,1991,2.48,3511912.0,69.7,Europe
624,Armenia,1992,2.4,3449497.0,68.8,Europe
625,Armenia,1993,2.3,3369673.0,68.3,Europe
626,Armenia,1994,2.18,3289943.0,68.6,Europe
627,Armenia,1995,1.8,3223173.0,69.1,Europe
628,Armenia,1996,1.8,3173425.0,69.4,Europe
629,Armenia,1997,1.7,3137652.0,70.0,Europe
630,Armenia,1998,1.5,3112958.0,70.5,Europe
631,Armenia,1999,1.4,3093820.0,70.8,Europe
632,Armenia,2000,1.3,3076098.0,71.3,Europe
633,Armenia,2001,1.2,3060036.0,71.4,Europe
634,Armenia,2002,1.2,3047249.0,71.6,Europe
635,Armenia,2003,1.4,3036420.0,71.5,Europe
636,Armenia,2004,1.4,3025982.0,71.8,Europe
637,Armenia,2005,1.4,3014917.0,71.8,Europe
638,Armenia,2006,1.3,3002161.0,71.7,Europe
639,Armenia,2007,1.4,2988117.0,72.3,Europe
640,Armenia,2008,1.4,2975029.0,72.3,Europe
641,Armenia,2009,1.6,2966108.0,72.6,Europe
642,Armenia,2010,1.55,2963496.0,73.0,Europe
643,Armenia,2011,1.5,2967984.0,73.5,Europe
644,Armenia,2012,1.47,2978339.0,73.9,Europe
645,Armenia,2013,1.44,2992192.0,74.3,Europe
646,Armenia,2014,1.42,3006154.0,74.5,Europe
647,Armenia,2015,1.41,3017712.0,74.7,Europe
673,Australia,1960,3.45,10292328.0,70.87,Australia and Oceania
674,Australia,1961,3.55,10494911.0,71.14,Australia and Oceania
675,Australia,1962,3.43,10691220.0,70.91,Australia and Oceania
676,Australia,1963,3.34,10892700.0,70.97,Australia and Oceania
677,Australia,1964,3.15,11114995.0,70.63,Australia and Oceania
678,Australia,1965,2.97,11368011.0,70.96,Australia and Oceania
679,Australia,1966,2.89,11657281.0,70.79,Australia and Oceania
680,Australia,1967,2.85,11975795.0,71.07,Australia and Oceania
681,Australia,1968,2.89,12305530.0,70.7,Australia and Oceania
682,Australia,1969,2.89,12621240.0,71.11,Australia and Oceania
683,Australia,1970,2.86,12904760.0,70.78,Australia and Oceania
684,Australia,1971,2.95,13150591.0,71.38,Australia and Oceania
685,Australia,1972,2.74,13364238.0,71.9,Australia and Oceania
686,Australia,1973,2.49,13552190.0,72.11,Australia and Oceania
687,Australia,1974,2.32,13725400.0,71.86,Australia and Oceania
688,Australia,1975,2.15,13892674.0,72.81,Australia and Oceania
689,Australia,1976,2.06,14054956.0,72.84,Australia and Oceania
690,Australia,1977,2.01,14211657.0,73.45,Australia and Oceania
691,Australia,1978,1.95,14368543.0,73.84,Australia and Oceania
692,Australia,1979,1.91,14532401.0,74.4,Australia and Oceania
693,Australia,1980,1.89,14708323.0,74.56,Australia and Oceania
694,Australia,1981,1.94,14898019.0,74.92,Australia and Oceania
695,Australia,1982,1.93,15101227.0,74.7,Australia and Oceania
696,Australia,1983,1.92,15318254.0,75.51,Australia and Oceania
697,Australia,1984,1.84,15548591.0,75.98,Australia and Oceania
698,Australia,1985,1.92,15791043.0,75.41,Australia and Oceania
699,Australia,1986,1.87,16047026.0,76.08,Australia and Oceania
700,Australia,1987,1.85,16314778.0,76.27,Australia and Oceania
701,Australia,1988,1.83,16585905.0,76.3,Australia and Oceania
702,Australia,1989,1.84,16849253.0,76.4,Australia and Oceania
703,Australia,1990,1.9,17096869.0,77.0,Australia and Oceania
704,Australia,1991,1.85,17325818.0,77.4,Australia and Oceania
705,Australia,1992,1.89,17538387.0,77.6,Australia and Oceania
706,Australia,1993,1.86,17738428.0,77.9,Australia and Oceania
707,Australia,1994,1.84,17932214.0,78.1,Australia and Oceania
708,Australia,1995,1.82,18124770.0,78.3,Australia and Oceania
709,Australia,1996,1.8,18318340.0,78.5,Australia and Oceania
710,Australia,1997,1.78,18512971.0,78.8,Australia and Oceania
711,Australia,1998,1.76,18709175.0,79.2,Australia and Oceania
712,Australia,1999,1.76,18906936.0,79.4,Australia and Oceania
713,Australia,2000,1.76,19107251.0,79.8,Australia and Oceania
714,Australia,2001,1.73,19308681.0,80.1,Australia and Oceania
715,Australia,2002,1.76,19514385.0,80.3,Australia and Oceania
716,Australia,2003,1.75,19735255.0,80.6,Australia and Oceania
717,Australia,2004,1.76,19985475.0,80.9,Australia and Oceania
718,Australia,2005,1.79,20274282.0,81.2,Australia and Oceania
719,Australia,2006,1.82,20606228.0,81.4,Australia and Oceania
720,Australia,2007,1.92,20975949.0,81.5,Australia and Oceania
721,Australia,2008,1.96,21370348.0,81.6,Australia and Oceania
722,Australia,2009,1.9,21770690.0,81.8,Australia and Oceania
723,Australia,2010,1.89,22162863.0,82.0,Australia and Oceania
724,Australia,2011,1.88,22542371.0,82.2,Australia and Oceania
725,Australia,2012,1.89,22911375.0,82.4,Australia and Oceania
726,Australia,2013,1.88,23270465.0,82.4,Australia and Oceania
727,Australia,2014,1.88,23622353.0,82.3,Australia and Oceania
728,Australia,2015,1.88,23968973.0,82.3,Australia and Oceania
754,Austria,1960,2.7,7065525.0,68.75,Europe
755,Austria,1961,2.79,7105654.0,69.72,Europe
756,Austria,1962,2.8,7151077.0,69.51,Europe
757,Austria,1963,2.82,7199962.0,69.64,Europe
758,Austria,1964,2.8,7249855.0,70.13,Europe
759,Austria,1965,2.7,7298794.0,69.92,Europe
760,Austria,1966,2.66,7345865.0,70.22,Europe
761,Austria,1967,2.62,7390853.0,70.1,Europe
762,Austria,1968,2.59,7433328.0,70.25,Europe
763,Austria,1969,2.49,7473058.0,70.02,Europe
764,Austria,1970,2.29,7509746.0,70.07,Europe
765,Austria,1971,2.2,7543451.0,70.27,Europe
766,Austria,1972,2.09,7573660.0,70.59,Europe
767,Austria,1973,1.94,7598925.0,71.16,Europe
768,Austria,1974,1.91,7617432.0,71.15,Europe
769,Austria,1975,1.83,7628138.0,71.28,Europe
770,Austria,1976,1.69,7630536.0,71.77,Europe
771,Austria,1977,1.63,7625724.0,72.12,Europe
772,Austria,1978,1.6,7616309.0,72.2,Europe
773,Austria,1979,1.6,7605888.0,72.51,Europe
774,Austria,1980,1.65,7597269.0,72.64,Europe
775,Austria,1981,1.67,7591618.0,72.96,Europe
776,Austria,1982,1.66,7588957.0,73.12,Europe
777,Austria,1983,1.56,7589573.0,73.19,Europe
778,Austria,1984,1.52,7593397.0,73.73,Europe
779,Austria,1985,1.47,7600514.0,73.95,Europe
780,Austria,1986,1.45,7610435.0,74.43,Europe
781,Austria,1987,1.43,7623700.0,74.86,Europe
782,Austria,1988,1.45,7642479.0,75.34,Europe
783,Austria,1989,1.45,7669601.0,75.43,Europe
784,Austria,1990,1.46,7706571.0,75.7,Europe
785,Austria,1991,1.51,7755143.0,75.8,Europe
786,Austria,1992,1.51,7813393.0,76.0,Europe
787,Austria,1993,1.5,7874675.0,76.2,Europe
788,Austria,1994,1.47,7929911.0,76.5,Europe
789,Austria,1995,1.42,7972833.0,76.8,Europe
790,Austria,1996,1.45,8000453.0,77.1,Europe
791,Austria,1997,1.39,8015256.0,77.6,Europe
